Job Title,Company/Organization,Location,Job Link
"Research Associate – Networks and Systems Security, Machine Learning – Defence & National Security",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-associate-networks-and-systems-security-machine-learning-defence-national-security-45464/en/
Digital Development Specialist,World Bank Group,"Jakarta, Indonesia",https://worldbankgroup.csod.com/ats/careersite/JobDetails.aspx?id=28589&site=1
UK Public Policy Lead,Ada Lovelace Institute,London,https://app.beapplied.com/apply/ousmkhmyhr?utm_source=alltech
Digital Ethics Specialist,Ikea,"Amsterdam, Netherlands",https://ikea.avature.net/en_BW/External/JobDetail/247229#
Senior AI Compliance Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.311321.en_GB.html
Lead Strategy and Operations,Centre for Trustworthy Technology,Remote,https://c4tt.org/careers/lead-strategy-and-operations/
Responsible Machine Learning Data Science Engineer,Salesforce,Remote,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Australia---Sydney/Responsible-Machine-Learning-Data-Science-Engineer_JR261136
Technical AI Ethicist / AI Red Teamer,Salesforce,Seattle,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Technical-AI-Ethicist---AI-Red-Teamer_JR260806?ref=blog.salesforceairesearch.com
Head of Communications,Center for Countering Digital Hate,"Washington, DC",https://counterhate.com/jobs/
Irène Curie Fellowship,Eindhoven University of Technology,"Eindhoven, Netherlands",https://jobs.tue.nl/en/vacancy/phd-on-preserving-human-capabilities-extending-wellbeing-1090853.html
Consultant- Social Media Impact Assessment,NDI,"Washington, DC",https://recruiting.ultipro.com/NAT1051NDEM/JobBoard/79dbb2b6-6a4f-4628-a401-e37889b022fc/OpportunityDetail?opportunityId=c6b01a6e-463a-4411-97e7-f39ca1ced1a3
"Policy Fellow, AI Governance (Standards and Regulation)",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/policy-fellow-ai-governance-standards-and-regulation-43275/en/
Product Policy Manager,Salesforce,San Francisco,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Product-Policy-Manager_JR252997-1
"Director, Responsible AI - International Businesses","Prudential Financial, Inc","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/Director--Responsible-AI---International-Businesses_R-117182?locationCountry=bc33aa3152ec42d4995f4791a106ed09
"Research Assistant, Ethics & Tech (Intern)",Eticas,Remote,https://zurl.to/Sn2W?source=CareerSite
Senior Auditor,Eticas,Remote,https://zurl.to/JTiF?source=CareerSite
Product Manager,Eticas,rEMOTE,https://zurl.to/0p10?source=CareerSite
Head Digital Ethics & Compliance Global Manufacturing and Supply and Global Quality,Takeda,"Zurich, Switzerland",https://takeda.wd3.myworkdayjobs.com/External/job/Zurich-Switzerland/Head-Digital-Ethics---Compliance-Global-Manufacturing-and-Supply-and-Global-Quality_R0117749-1
Research Scientist Job Description,Lelapa AI,Johannesburg,https://docs.google.com/forms/d/1uZuNzWkqXv0XtQTKXTnpN-24exqjGYZBKEv3F7MMAS8/viewform?edit_requested=true
Machine Learning Reporting Grants,Pulitzer Center,Global (U.S. residents and journalists around the world),https://pulitzercenter.org/grants-fellowships/opportunities-journalists/machine-learning-reporting-grants
