Job Title,Company/Organization,Location,Job Link
"Manager, Trust and Safety Market Responsibility Specialists (English, Hindi)",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/92094114559861446-manager-trust-and-safety-market-responsibility-specialists-english-hindi?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Compliance Business Analytics Manager, Trust and Safety, YouTube",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/124439919006229190-compliance-business-analytics-manager-trust-and-safety-youtube?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Market Responsibility Specialist, Trust and Safety, YouTube",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/136449007806227142-market-responsibility-specialist-trust-and-safety-youtube?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Scaled Abuse Analyst, YouTube Partner Program",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/109639122804449990-scaled-abuse-analyst-youtube-partner-program?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
"Policy Enforcement Manager, Partner Program, YouTube",Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/92257436462654150-policy-enforcement-manager-partner-program-youtube?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
Content Specialist,Youtube,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/128386154016711366-content-specialist-youtube-trust-and-safety?location=India&q=%22Youtube%20Trust%20and%20Safety%22%20AND%20%28%22Engagement%20Abuse%22%20OR%20%22Policy%20Enforcement%22%20OR%20%22Scaled%20Abuse%22%20OR%20%22Content%20Specialist%22%20OR%20%22Market%20Responsibility%22%20OR%20%22Compliance%20Business%22%20OR%20%22Detection%20Analyst%22%29&src=Online/Social/Googler_share&src=Online/Social/Googler_share&SYT=
Program Associate,Institute for Law & AI,Remote,https://docs.google.com/document/d/1s__6371bt6c8zbl3bJgwMimL5Xvh-eNqpx_cVGre-LE/edit
(Senior) Research Fellow,Institute for Law & AI,Remote,https://docs.google.com/document/d/19M1_TgUk_siC9GetxA0knFZFx6orDTH5DLAuo0wPsLU/edit#heading=h.fm6hg0sdth0f
(Senior) Research Scholar (General Track),Institute for Law & AI,Remote,https://docs.google.com/document/d/1dBX1XSSGaF3iDExRWDx0WuKoG091WhGOglgBX91Ubw4/edit
(Senior) Research Scholar (Special Projects Track),Institute for Law & AI,Remote,https://docs.google.com/document/d/1NcScMri3Bh6PGLpAHKLsp8_xv7eXMr7_rRGn_2rf2rc/edit#heading=h.s9huu1uchnzc
Director of Programs,Institute for Law & AI,Remote,https://docs.google.com/document/d/1ZxP3e9md9tyAtT001lVNNx_ffVCxqBybpbt9fUK3Eis/edit
Chief of Staff,Institute for Law & AI,Remote,https://docs.google.com/document/d/1EIczd7LF6ermY5hY-1nc6clvLLJLWga_AM64FxjEj68/edit#heading=h.s9huu1uchnzc
Senior Congressional Innovation Fellow,TechCongress,"Washington, D.C.",https://techcongress.forms.fm/january-2025-fellowship/forms/9919
Congressional Innovation Fellow,TechCongress,"Washington, D.C.",https://techcongress.forms.fm/january-2025-fellowship/forms/9919
AI Policy Researcher (Contractor),The Centre for Long-Term Resilience,"Westminster, London",https://www.longtermresilience.org/post/expression-of-interest-ai-policy-researcher-contractor
Program Manager,Harvard University,"Cambridge, Massachusetts",https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=25240&siteid=5341#jobDetails=2008720_5341
"Senior Counsel (AI Governance and Technology Policy), London",Byte Dance,"London, United Kingdom",https://jobs.bytedance.com/en/position/7372586626801568009/detail
Clinical Instructor,Harvard Law School,"Cambridge, Massachusetts",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25240&siteid=5341&Areq=65903BR#jobDetails=2008032_5341
Senior Director of Cybersecurity Programs,Aspen Digital,"Washington, DC",https://www.aspeninstitute.org/careers/career-opportunities/
Helpdesk Analyst,ACLU,"San Francisco, California",https://www.aclu.org/careers/apply?job=7468486002&type=national
Campaign Data Services Specialist,ACLU,"New York, New York",https://www.aclu.org/careers/apply/?job=7323109002&type=national
Assistant Director of Business Intelligence and Reporting,ACLU,"New York, New York",https://www.aclu.org/careers/apply/?job=7485225002&type=national
Project Lead i4J,University of Arizona,"Tucson, Arizona",https://arizona.csod.com/ux/ats/careersite/4/home/requisition/18958?c=arizona
Program Officer,Ford Foundation,"New York, NY",https://fordfoundation.wd1.myworkdayjobs.com/en-US/FordFoundationCareerPage/job/New-York-USA/Program-Officer_R1140
"Event Intern, Aspen Digital",Aspen Institute,"Washington, DC",https://aspeninstitute.hrmdirect.com/employment/view.php?req=3095473
Product Policy Manager,Salesforce,San Francisco,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Product-Policy-Manager_JR252997-1
"Director, Committee on Information Technology",City of San Francisco,San Francisco,https://careers.sf.gov/role/?id=3743990004250836
Director,Oversight Board,"London, San Francisco, Washington DC",https://www.oversightboard.com/job-openings/
"Director, Head of Public Policy",Google DeepMind,London,https://boards.greenhouse.io/deepmind/jobs/5997460
AI Policy Director - Government Relations - Executive Director,JPMorgan Chase & Co,NYC,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210520629/?utm_medium=jobshare
Privacy Specialist,FareHarbor,Amsterdam,https://fareharbor.com/careers/jobs/?gh_jid=7290369002
Director of Privacy (Data Counsel),Atlassian,"Seattle, WA",https://www.atlassian.com/company/careers/details/13999
"Policy Specialist, Trust and Safety",Google,"Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/100968798638482118-policy-specialist-trust-and-safety
Product Policy Specialist - USDS,TikTok,NYC,https://careers.tiktok.com/position/7369354925996083506/detail
"Policy Enforcement Manager, YouTube Trust and Safety",Google,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/91924903445308102-policy-enforcement-manager-youtube-trust-and-safety
"Associate General Counsel, AI Research",OpenAI,"San Francisco, California",https://jobs.ashbyhq.com/openai/3f0e0226-00a6-48da-9132-8373950d50f8
Policy Manager - AI Governance - EU,Credo AI,"Brussels, UK Remote, USA Remote",https://jobs.ashbyhq.com/credo.ai/7d6142ec-e9b7-4c0b-a244-ce670558a12f?embed=js
Director & Special Counsel,Google DeepMind,"Mountain View, CA",https://boards.greenhouse.io/deepmind/jobs/5964456
Policy Research Analyst,Anthropic,"San Francisco, CA",https://boards.greenhouse.io/anthropic/jobs/4035151008
Privacy Counsel,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056
Academic Assistant,Institute for Advanced Study,"Princeton, NJ",https://recruiting.paylocity.com/recruiting/jobs/Details/2450447/Institute-for-Advanced-Study/Academic-Assistant
Privacy Counsel - EU,Eightfold,"Germany, Ireland, UK",https://app.eightfold.ai/careers/search?query=Legal&pid=68741279759&domain=eightfold.ai&sort_by=relevance&triggerGoButton=false
"Senior Counsel, Intellectual Property and Technology",Chan Zuckerberg Initiative,"Redwood City, CA (Open to Flex)",https://boards.greenhouse.io/chanzuckerberginitiative/jobs/5943864?gh_jid=5943864
"Counsel, Legal Privacy and Information Security",Comcast,"Philadelphia,, PA",https://comcast.wd5.myworkdayjobs.com/en-US/Comcast_Careers/job/Counsel--Legal-Privacy-and-Information-Security_R387480?source=Comcast_Website_AT
Public Policy Coordinator IV (Contract),Meta,"Los Altos, CA, United States (Remote)",https://us.meta.talentnet.community/jobs/ea4517ac-3c54-4dbc-b6f8-de14504ccd4b
Legal & Policy Researcher,Tech Justice Law Project,Remote (U.S.),https://docs.google.com/document/d/1FPZSN-wzCE7wEY0sP1ugxiYQZutRmIFemtVqgJZToEw/edit
"Manager, Data Protection, FIFA World Cup 2026",FIFA World Cup 2026,Miami,https://jobs.fifa.com/en/postings/21bbc08b-0b9d-4086-a953-c1782b19d238
Clinical Assistant Professor of Cybersecurity,New York University,"New York, NY",https://apply.interfolio.com/143483
AI Governance Fellow/Senior Fellow - Wadhwani Cetner for AI and Advanced Technologies,Center for Strategic and International Studies (CSIS),Washington DC,https://careers.csis.org/opportunities/1480
Privacy Manager,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056
Attorney (Tech and Cyber),Central Intelligence Agency,Washington DC,https://www.usajobs.gov/job/757210700
Director of Government Affairs,Ameelio,Remote (U.S.),https://ameelio.breezy.hr/p/c14119dd283d-director-of-government-affairs?state=published
"Counsel, Privacy & Cybersecurity",Hyundai,"Fountain Valley, CA",https://careersautomotive.com/job/Fountain-Valley-Counsel%2C-Privacy-&-Cybersecurity-CA-92708/1142742200/
"Compliance, Privacy Office, Vice President, Singapore",Goldman Sachs,Singapore,https://higher.gs.com/roles/123162
"Data, Privacy & Technology Counsel II",Erie Insurance Group,"Erie, PA",https://jobs.erieinsurance.com/job/Erie-Data%2C-Privacy-&-Technology-Counsel-II-PA-16530/1143113800/
"Director, Public Policy EU/International (Remote)",CrowdStrike,Remote (Belgium),https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Director--Public-Policy-EU-International--Remote-_R17101
Algorithmic Auditing Association and Certification Intern,International Association of Algorithmic Auditors,Remote,https://eticastech.sharepoint.com/:b:/s/Intranet/EZNDTPgyxhlDjtdEshVszXIBLv2U-jt9A5yNmQmnUkcQ6g?e=ybq44X
Academic-year Externships,Center for Democracy & Technology (CDT),"Washington, D.C.",https://cdt.org/job/academic-year-externships/
