Job Title,Company/Organization,Location,Job Link
"Research Scientist Intern, GenAI Safety (PhD)",Meta,"New York, NY",https://www.metacareers.com/jobs/1719537235254393/
"Research Scientist Intern, Gen AI LLM Safety & Explainability (PhD)",Meta,"Menlo Park, CA",https://www.metacareers.com/jobs/901069411908768/
Government Affairs Coordinator,truepic,Washington DC,https://job-boards.greenhouse.io/truepiccareers/jobs/5320497004
Gen AI Security Researcher,ActiveFence,"Ramat Gan, IL, Tel Aviv District",https://www.activefence.com/careers/?comeet_pos=9D.442
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH
Responsible AI Leader,Insurance client,"Atlanta, Georgia",https://grnh.se/09988d422us
Programs Manager,Issue One,"Washington, DC",https://issueonereform.bamboohr.com/careers/79
"Product Management Lead, Responsible AI",TikTok,San Jose,https://careers.tiktok.com/position/7394994681858525450/detail
Machine Learning Engineer Intern (Responsible Recommendation System) - 2024 Off Cycle (MS/PhD),TikTok,San Jose,https://careers.tiktok.com/position/7266238867313248571/detail
"Research Scientist, Responsible AI",TikTok,San Jose,https://careers.tiktok.com/position/7327550927195277594/detail
"Research Engineer, AI Security & Privacy",OpenAI,San Francisco,https://jobs.ashbyhq.com/openai/9820a8de-920d-44d3-8ef7-be64703df050/application
"Data Scientist, Safety Systems",OpenAI,San Francisco,https://jobs.ashbyhq.com/openai/b7de8fd6-3136-483d-8e34-a4e3cd8269a1/application
"Principal Technical Program Manager, Responsible AI",Microsoft,"Redmond, WA",https://jobs.careers.microsoft.com/global/en/job/1765157/Principal-Technical-Program-Manager
Research Scientist for E-TRIALs - Educational Research,Worcester Polytechnic Institute,Grant/Award,https://wpi.wd5.myworkdayjobs.com/en-US/WPI_External_Career_Site/details/Research-Scientist-for-E-TRIALs---Educational-Research_R0002891?q=Institute+of+Science+and+Technology+for+Development
Manager - Digital & Tech Transformation,Tony Blair Institute for Global Change,Mid-Senior,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/job/United-Kingdom/Manager---Digital---Tech-Transformation_JR001232
"Senior Advisor, Digital Transformation & AI",Tony Blair Institute for Global Change,Mid-Senior,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/job/United-Arab-Emirates/Senior-Advisor---Digital-Transformation---AI_JR001246
Policy and Advocacy Manager - Technology Threats and Opportunities,WITNESS,Remote,https://witness.bamboohr.com/careers/57
Associate Director - Technology Threats and Opportunities,WITNESS,"Remote, multiple countries",https://witness.bamboohr.com/careers/56
Team Leader - AI Opportunities,UK Government,"Birmingham, Cardiff, Darlington, Edinburgh, London, Salford",https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1zY29yZSZzZWFyY2hwYWdlPTEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xOTIxMjIwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTk0MzU1MzU3JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzI1Mjc0OTEyLTAwNDZkNTg3ODE5NzY5ZTFkYWE5ZjYwZWNhZjQzZGRhYmJmZTk5OGY=
"Team Lead, Content Adversarial Red Team",Google,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/120108859959190214
Senior Content Adversarial Red Team Analyst,Google,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/87121258415563462
"Assistant Dean, Privacy and Technology Law Program",George Washington University Law School,"Washington, D.C.",https://www.gwu.jobs/postings/114218
Chief Academic AI Officer,City University of New York (CUNY),"New York, New York",https://www.rfcuny.org/careers/postings?pvnID=VA-2408-006417
AI Product Manager - LLM Governance - Executive Director,JPMorganChase,"New York, New York",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210541037
Responsible AI Risk Manager,MetLife,Remote,https://www.metlifecareers.com/en_US/ml/JobDetail/Responsible-Use-of-AI-Program-Manager/3320?&utm_source=linkedin.com&utm_medium=job_posting&utm_campaign=2016_media_gta&utm_content=&utm_term=
"Senior Product Manager, AI Writing Customization",Grammarly,Mid-Senior,https://www.grammarly.com/jobs/product/senior-product-manager-ai-writing-customization?gh_jid=6104506
"AI Research Engineer, New PhD Graduate",Duolingo,"New York, NY",https://job-boards.greenhouse.io/duolingo/jobs/7629233002
"Generalist, Responsible Scaling Team",Anthropic,"San Francisco, California",https://boards.greenhouse.io/anthropic/jobs/4035533008
Head of Engineering,FAR AI,"Berkeley, CA",https://far.ai/post/2023-12-engineering-manager/
"Senior Research Associate, Machine Learning for Environment and Sustainability",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-machine-learning-for-environment-and-sustainability-45173/en/
"Research Lead, Machine Learning for Environment and Sustainability",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-lead-machine-learning-for-environment-and-sustainability-45244/en/
"Senior Research Associate, Fundamental Research in AI for Physical Systems",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-fundamental-research-in-ai-for-physical-systems-45256/en/
"Senior Research Associate - ELSA, Safe and Ethical AI Programme",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-elsa-safe-and-ethical-ai-programme-45299/en/
"Research Assistant-ELSA, Safe and Ethical AI Programme",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-assistant-elsa-safe-and-ethical-ai-programme-45300/en/
Research Lead - Fundamental Research in AI for Physical Systems,The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-lead-fundamental-research-in-ai-for-physical-systems-45385/en/
"Senior Research Associate, Health Grand Challenge - Machine Learning for Healthcare and Medicine",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-health-grand-challenge-machine-learning-for-healthcare-and-medicine-45417/en/
"Senior Research Associate – Networks and Systems Security, Machine Learning – Defence & National Security",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-networks-and-systems-security-machine-learning-defence-national-security-45463/en/
"Research Associate – Networks and Systems Security, Machine Learning – Defence & National Security",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-associate-networks-and-systems-security-machine-learning-defence-national-security-45464/en/
"Director of AI & Democracy, Aspen Digital",Aspen Institute,"Washington, D.C.",https://aspeninstitute.hrmdirect.com/employment/job-opening.php?req=3094474&req_loc=211416&&&nohd#job
AI Accountability Fellowship,Pulitzer Center,Remote,https://pulitzercenter.org/blog/open-call-proposals-pulitzer-centers-ai-accountability-fellowships-2024-2025
UK Public Policy Lead,Ada Lovelace Institute,London,https://app.beapplied.com/apply/ousmkhmyhr?utm_source=alltech
Senior Research Data Scientist,New York University,New York,https://apply.interfolio.com/150988
"Policy Lead, Generative AI and Misinformation, Search",Google,"Washington D.C., DC, USA",https://www.google.com/about/careers/applications/jobs/results/122637665701896902
Digital Ethics Specialist,Ikea,"Amsterdam, Netherlands",https://ikea.avature.net/en_BW/External/JobDetail/247229#
"Research Scientist, Responsible AI",TikTok,"San Jose, California",https://www.linkedin.com/jobs/view/3814875827/
Horizon Fellowship,Horizon Institute for Public Service,Remote,https://horizonpublicservice.org/programs/become-a-fellow/
Principal AI Safety Researcher-AI Red Team,Microsoft,"Redmond, Washington",https://jobs.careers.microsoft.com/global/en/job/1717663
Senior AI Compliance Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.311321.en_GB.html
"Deputy General Counsel, Privacy",Atlassian,"San Francisco, California",https://www.linkedin.com/jobs/view/3967402618/?refId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D&trackingId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D
Chief Artificial Intelligence Officer (CAIO) - SL (Open to both U.S. Citizens and Federal Employees),US Department of Transportation,"Washington, DC",https://www.usajobs.gov/job/799207400
Artificial Intelligence (AI) Technology Expert,US Department of Homeland Security,Multiple locations,https://www.usajobs.gov/job/798685200
PhD Studentship (Fully Funded) in Philosophy - Large Language Models: a Philosophical Assessment of their Capabilities,Northeastern University London,"London, UK",https://www.jobs.ac.uk/job/DIL181/phd-studentship-fully-funded-in-philosophy-large-language-models-a-philosophical-assessment-of-their-capabilities
Visiting Faculty: AI & society Academic Year 2025-2026,Sciences Po,Ph.D.,https://www.sciencespo.fr/recherche/sites/sciencespo.fr.recherche/files/sciencespo-tiered-appel-candidatures-professeurs-invites-ia-societe-25-26-fr.pdf
"Principal Engineer, Trust and Safety, AI Data",Google,"Sunnyvale, California",https://www.google.com/about/careers/applications/jobs/results/133753914083156678
Application Form: Red Teaming Project Manager with Humane Intelligence,Humane Intelligence,"New York, New York",https://docs.google.com/forms/d/e/1FAIpQLSeOXa2QFr5U3dmVKtj1_M98_QcmqWtlm5G8PqaEVF6vdIyIxg/viewform
Technical Advisor on Artificial Intelligence to EMEIA Public Policy-Freelancer,EY,"Brussels, Belgium",https://careers.ey.com/ey/job/Brussel-Technical-Advisor-on-Artificial-Intelligence-to-EMEIA-Public-Policy-Freelancer-1040/1089679101/
"Senior Program Officer, AI Innovations",Bill & Melinda Gates Foundation,"Seattle, Washington",https://www.linkedin.com/jobs/view/3937803959/?refId=r3JlLq15SzQRK4UQU7s1Hw%3D%3D&trackingId=r3JlLq15SzQRK4UQU7s1Hw%3D%3D
Responsible Machine Learning Data Science Engineer,Salesforce,Remote,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Australia---Sydney/Responsible-Machine-Learning-Data-Science-Engineer_JR261136
Responsible Machine Learning Data Scientist,Salesforce,Remote,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Australia---Sydney/Responsible-Machine-Learning-Data-Scientist_JR261134
Senior/Lead Applied Responsible AI Research Scientist,Salesforce,Remote,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Australia---Sydney/Senior-Lead-Applied-Responsible-AI-Research-Scientist_JR261126-1
"Sr. Director Responsible AI Testing, Evaluation, and Alignment",Salesforce,Remote,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Sr-Director--Responsible-AI-Testing--Evaluation--and-Alignment_JR260388
Technical AI Ethicist / AI Red Teamer,Salesforce,Seattle,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Technical-AI-Ethicist---AI-Red-Teamer_JR260806?ref=blog.salesforceairesearch.com
"Sr. Director, Responsible AI Testing, Evaluation, and Alignment",Salesforce,San Francisco,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Sr-Director--Responsible-AI-Testing--Evaluation--and-Alignment_JR260388
"Senior Vice President, Artificial Intelligence & Machine Learning",Visa,"Foster City, California",https://jobs.smartrecruiters.com/Visa/743999996974648-senior-vice-president-artificial-intelligence-machine-learning
"Sr. Director, Responsible AI Testing, Evaluation, and Alignment",Salesforce,"San Francisco, Palo Alto, California",https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Sr-Director--Responsible-AI-Testing--Evaluation--and-Alignment_JR260388
AI Strategist,Devoteam,France,https://www.hightechpartners.net/open-positions/ai-strategist
Head of Engineering,iNaturalist,Remote-USA,https://app.beapplied.com/apply/gotyyjtuxa?utm_source=atih
Google Academic Research Awards,undefined,Ph.D.,https://research.google/programs-and-events/google-academic-research-awards/
Head of Operations,AI and Democracy Foundation,"San Francisco, California",https://docs.google.com/document/d/e/2PACX-1vSk0Ajdb6ox7aT6ebz3md4i6csHZZsin-h8aSNxdd5Apt5zkCwB-NPTylVHJYzl0Op3WUDxUf3h2J3K/pub
Director of AI Strategy,AI and Democracy Foundation,"San Francisco, California",https://ai-dem.org
Irène Curie Fellowship,Eindhoven University of Technology,"Eindhoven, Netherlands",https://jobs.tue.nl/en/vacancy/phd-on-preserving-human-capabilities-extending-wellbeing-1090853.html
Consultant- Social Media Impact Assessment,NDI,"Washington, DC",https://recruiting.ultipro.com/NAT1051NDEM/JobBoard/79dbb2b6-6a4f-4628-a401-e37889b022fc/OpportunityDetail?opportunityId=c6b01a6e-463a-4411-97e7-f39ca1ced1a3
"Program Lead, RAISE (Responsible AI for Social Empowerment and Education) Global Alliances",Massachusetts Institute of Technology,"Cambridge, Massachusetts",https://www.media.mit.edu/about/job-opportunities/program-lead-raise-global-alliances/
AI Strategy and Governance Lead,Lam Research,"Fremont, California",https://careers.lamresearch.com/job/Fremont-AI-Strategy-and-Governance-Lead-CA-94538/1170726700/
"Machine Learning Engineer, Responsible AI",Grammarly,"San Francisco, California",https://www.linkedin.com/jobs/view/3912094806/
"Senior Counsel (AI Governance and Technology Policy), London",Byte Dance,"London, United Kingdom",https://jobs.bytedance.com/en/position/7372586626801568009/detail
Research Scientist / Research Engineer - Autonomous Systems,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmam9ibGlzdF92aWV3X3ZhYz0xOTEwMDIyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PXNjb3JlJnVzZXJzZWFyY2hjb250ZXh0PTgwOTg2ODQ0JnJlcXNpZz0xNzE1OTU4ODg5LTI5MzliMjM5ZmZjZmRiNzg0ZTIyZDQ5NzU2Yjg4NzAyNmVlY2QzOWY=
Research Engineer - Chem-Bio,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9c2NvcmUmdXNlcnNlYXJjaGNvbnRleHQ9ODA5ODY3NTUmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xOTEwMDA0JnJlcXNpZz0xNzE1OTU4ODUyLTA1OTI1YThjYzRhOGE0Yjg2ZWFiM2MzZjJkMzAwNGM3MTE4ZmExYjE=
Research Scientist / Research Engineer - Narrow AI Tools for Bio-Chem,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xOTEwMDI4JnVzZXJzZWFyY2hjb250ZXh0PTgwOTg2OTI0JnNlYXJjaHBhZ2U9MSZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9c2NvcmUmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzE1OTU4OTI1LWE2OTc0NTM3YzllZDQyZDBlMjUxMTk2Y2QzOTdmZjFiMjcyODM4ZjE=
Research Scientist / Research Engineer - Cyber Misuse,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTEwMDU0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTgwOTg3MTM1JnNlYXJjaHNvcnQ9c2NvcmUmc2VhcmNocGFnZT0xJnJlcXNpZz0xNzE1OTU5MDI5LTFjMzliMTVkNDU3ODA3ZmUzMWEzYzgxODMxOTlmY2JhODI2MmM0NjI=
Cyber Security Researcher,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTA5OTk1JnNlYXJjaHBhZ2U9MSZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1zY29yZSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTgwOTg3MDY0JnJlcXNpZz0xNzE1OTU4OTk3LWEwNGUyM2FiYjYzNGFmM2U5MzBhYzZkYTVmNmQ4N2NhODhiNWIxYzE=
Senior Prompt Engineer – Autonomous Systems,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTEzMTg4JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD04NDI1NDAxNiZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MTgzNzk4NDMtYjkwZGYwNWZhMGM1OTJkNjA3MGM2NDAxOTA0MjE4YTIxMDczODY2OQ==
Senior Software Engineer,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTkxMzE3NSZ1c2Vyc2VhcmNoY29udGV4dD04NDI1NDAxNiZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MTgzNzg1MjgtMGY3ZWIzNDM3ZWNmOGE2MDhmOGRlNGRlYWE2YzlkNzdiZjRjNTA5Ng==
Research Operations Specialist,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTg0MjU0MDE2JmpvYmxpc3Rfdmlld192YWM9MTkxMjk4NyZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MTgyOTAxMTEtOTg4NWJiYjVmY2NiYWViMzU5ODQ5ZDdjYTY2ZGM1MDcxNzU4NGQ2NA==
Research Operations Manager,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTEyOTg4JnVzZXJzZWFyY2hjb250ZXh0PTg0MjU0MDE2JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTEmcmVxc2lnPTE3MTgyOTAxMTEtOTg4NWJiYjVmY2NiYWViMzU5ODQ5ZDdjYTY2ZGM1MDcxNzU4NGQ2NA==
Strategy and Delivery Manager – Research Unit,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTkxMzE5NSZ1c2Vyc2VhcmNoY29udGV4dD04NDI1NDAxNiZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTEmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MTgzODE3MzctZmIzNmU4ZWQ4NTM4NzFjMDcxMTRhZDA5MDQwN2U1NWE0OTQ0MTIwZQ==
Testing Technical Lead,AI Safety Institute,United Kingdom,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9ODQ3Njc2NDYmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTkxMzE4MyZzZWFyY2hwYWdlPTEmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MTg3MTU3MjUtOGU0ZGY4YWM5YzE5ZGQ4ZWI1NmNjZDMwYzM1YzEyMWY3MDY4OGQxZA==
Director of AI & Democracy,Aspen Digital,"Washington, DC",https://aspeninstitute.hrmdirect.com/employment/view.php?req=3094474
Data Scientist Volunteer,Redo.io,Remote,https://solveforgood.org/proj/56/
"Research Associate, AI Governance",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-associate-ai-governance-standards-and-regulation-41697/en/
Head of Research,Eticas,Mid-Senior,https://zurl.to/IuDJ?source=CareerSite
Foundation Executive Director,Eticas,Executive/Director,https://zurl.to/ymIZ?source=CareerSite
Engineering Manager,FAR AI,"Berkeley, CA",https://far.ai/post/2023-12-engineering-manager/
Congressional AI (Artificial Intelligence) Intern,U.S. House of Representatives,Washington DC,https://resumebank.domewatch.us/jobs/3567
Data Scientist - AI Enablement and Responsible AI,Pandora,Copenhagen,https://careers.pandoragroup.com/job/Copenhagen-V-Data-Scientist-AI-Enablement-and-Responsible-AI/1033609201/
"Director, Responsible AI - International Businesses","Prudential Financial, Inc","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/Director--Responsible-AI---International-Businesses_R-117182?locationCountry=bc33aa3152ec42d4995f4791a106ed09
"Research Assistant, Ethics & Tech (Intern)",Eticas,Remote,https://zurl.to/Sn2W?source=CareerSite
"Research Assistant, AI & Gender (Intern)",Eticas,Remote (South America),https://zurl.to/aHXD?source=CareerSite
Senior Auditor,Eticas,Remote,https://zurl.to/JTiF?source=CareerSite
Junior Auditor,Eticas,Remote,https://zurl.to/VThQ?source=CareerSite
Lead AI Security Researcher,Grammarly,Remote (U.S.),https://www.grammarly.com/jobs/engineering/lead-ai-security-researcher?gh_jid=5523286
Head of Research,Eticas,Remote,https://eticas.zohorecruit.com/jobs/Careers/754104000000527013/Head-of-Research?source=CareerSite
Foundation Executive Director,Eticas,Remote,https://zurl.to/ymIZ?source=CareerSite
Fundraising & Grants Manager,Eticas,Remote,https://eticas.zohorecruit.com/jobs/Careers/754104000000747011/Fundraising-Grants-Manager?source=CareerSite
"Senior Programs Lead, West Coast",AI Education Project (aiEDU),Remote (U.S.),https://boards.greenhouse.io/aiedu/jobs/4182658007
Product Manager,Eticas,rEMOTE,https://zurl.to/0p10?source=CareerSite
Senior Product Manager,Arthur,"New York, NY",https://apply.workable.com/arthur/j/06BCDBF67D/
Chief of Staff Interest Form,Algorithmic Justice League,Boston preferred,https://docs.google.com/forms/d/e/1FAIpQLSeUZ0hki0UBYxtsyLphxkda6lhY_VQXDh7QXOrU-goIEhP7VQ/viewform
Principal Research Engineer,Microsoft,"Redmond, WA or Remote (U.S.)",https://jobs.careers.microsoft.com/global/en/share/1697082/?utm_source=Job
Digital Transformation Internship: Global Call for 2024,United Nations Development Programme (UNDP),"New York, NY",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=115502
Research Scientist Job Description,Lelapa AI,Johannesburg,https://docs.google.com/forms/d/1uZuNzWkqXv0XtQTKXTnpN-24exqjGYZBKEv3F7MMAS8/viewform?edit_requested=true
Research Engineer (AI Red Team),Info-communications Media Development Authority of Singapore,Singapore,https://www.careers.hrp.gov.sg/sap/bc/ui5_ui5/sap/ZGERCFA004/index.html#/JobDescription/14197387/31421e83-cc31-1ede-ab81-06bfd90e926c
Applied Data Scientist (Remote),OpenMined,Remote,https://openmined.org/#/careers/data-scientist
AI Reporting Grants,Pulitzer Center,Remote (global south apps encouraged),https://pulitzercenter.org/grants-fellowships/opportunities-journalists/ai-reporting-grants
