Job Title,Company/Organization,Location,Job Link
"Senior Manager, Privacy and Data Ethics M/F",Gilead,"Uxbridge, United Kingdom",https://gilead.wd1.myworkdayjobs.com/gileadcareers/job/United-Kingdom---Uxbridge/Senior-Manager--Privacy-and-Data-Ethics-M-F_R0041634-1?sid=132
"Spring 2025 Intern, Privacy & Data Governance",ACLU,"New York, NY / Remote",https://www.aclu.org/careers/internships/apply/?job=7680097002&type=internships
Regulated Data Program Manager - University Information Services – Georgetown University,Georgetown University,Remote,https://georgetown.wd1.myworkdayjobs.com/en-US/Georgetown_Admin_Careers/details/Regulated-Data-Program-Manager---University-Information-Services---Georgetown-University_JR14845?q=Center+on+Privacy+&%20Technology%20at%20Georgetown%20Law=
Researcher / Senior Researcher - AI Policy and Standards,Institute for AI Policy and Strategy,"This role is fully remote, and we are able to legally hire in most countries, though we have a preference for one of our two roles to be based in Washington DC.",https://careers.rethinkpriorities.org/postings/8457d224-4e31-477a-9cbe-84b2f86f897d?token=vVPxvrQea1sRUBejg4asx3ZH
Data Analyst,The Center for Family Support,"Manhattan, New York",https://cfsny.rec.pro.ukg.net/CEN1048TCFFS/JobBoard/1ec43c3c-caca-436f-a7f5-1027d72a2e61/OpportunityDetail?opportunityId=8e2d7934-52c9-48b2-9d3a-1e1c7d6e29df
Business Development and Marketing Associate,Helpful Places,Remote,https://www1.communitech.ca/companies/helpful-places-2/jobs/40957800-business-development-and-marketing-associate-for-social-impact-start-up-in-responsible-tech
Head of Platform Policy,Snap,"Washington, D.C.",https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Washington-DC/Head-of-Platform-Policy_R0036482?source=LinkedIn
"Assistant Dean, Privacy and Technology Law Program",George Washington University Law School,"Washington, D.C.",https://www.gwu.jobs/postings/114218
"Lead Counsel, Trust & Safety (R25760)",Epic Games,"Multiple Locations (New York, Washington, and California)",https://www.epicgames.com/site/en-US/careers/jobs/5282434004
Internships/Clerkships,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
Epic Law Fellowship,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/
"Research Lead, Machine Learning for Environment and Sustainability",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-lead-machine-learning-for-environment-and-sustainability-45244/en/
"Senior Research Associate, Fundamental Research in AI for Physical Systems",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-fundamental-research-in-ai-for-physical-systems-45256/en/
"Chief, Data Protection and Privacy",United Nations Office for Data Protection and Privacy,New York,https://careers.un.org/jobSearchDescription/238902?language=en
Chief Data Steward,US Department of Labor,"Washington, DC",https://www.usajobs.gov/job/804399300
Chief Data Officer,State of Illinois,"Chicago, IL",https://illinois.jobs2web.com/job/Chicago-Chief-Data-Officer-%28SENIOR-PUBLIC-SERVICE-ADMINISTRATOR%2C-OPT-3%29-IL-60661/1203086600/?utm_campaign=doitrtjb
Senior AI Compliance Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.311321.en_GB.html
"Assistant General Counsel & Director, Global Privacy Office",Leidos,"Reston, Virginia",https://careers.leidos.com/jobs/14600966-assistant-general-counsel-and-director-global-privacy-office
"Deputy General Counsel, Privacy",Atlassian,"San Francisco, California",https://www.linkedin.com/jobs/view/3967402618/?refId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D&trackingId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D
"Senior Corporate Counsel, Global Privacy",Pfizer,"New York, New York",https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---New-York-City/Senior-Corporate-Counsel--Global-Privacy_4915156-1
Data Privacy Analyst,Hogan Lovells,"London, United Kingdom",https://hoganlovells.wd3.myworkdayjobs.com/Search/job/London/Data-Privacy-Analyst_R246438-1
Data Protection Senior Consultant,Sia Partners,"Milan, Italy",https://www.sia-partners.com/en/career/data-protection-senior-consultant
Privacy Strategist (Global Team),Slalom,United States,https://jobs.slalom.com//#/post/a0hHq00000En2bJIAR
"Program Manager, Privacy",Credit Karma,"Charlotte, NC",https://boards.greenhouse.io/creditkarma/jobs/6007187003
Data Privacy Program Manager,Kohler Co.,Remote,https://kohler.csod.com/ux/ats/careersite/16/home/requisition/61434?c=kohler&lang=en-US
Privacy Specialist,FareHarbor,Amsterdam,https://fareharbor.com/careers/jobs/?gh_jid=7290369002
Director of Privacy (Data Counsel),Atlassian,"Seattle, WA",https://www.atlassian.com/company/careers/details/13999
Privacy Counsel,BILL,"San Jose, CA",https://www.bill.com/about-us/jobs?gh_jid=5179636004
Privacy & Security Counsel,Motive,Remote (U.S.),https://ats.comparably.com/api/v1/gh/gomotive/jobs/7320460002
Privacy Counsel,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056
Privacy Coordinator,National Football League (NFL),"New York, NY",https://hdmm.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/preview/240017/?keyword=Privacy+Coordinator&mode=location
Data Privacy Program Manager,Levi Strauss & Co.,"San Francisco, CA",https://levistraussandco.wd5.myworkdayjobs.com/en-US/External/job/Data-Privacy-Program-Manager_R-0120025?source=Company+Website
Privacy Counsel - EU,Eightfold,"Germany, Ireland, UK",https://app.eightfold.ai/careers/search?query=Legal&pid=68741279759&domain=eightfold.ai&sort_by=relevance&triggerGoButton=false
"Counsel, Legal Privacy and Information Security",Comcast,"Philadelphia,, PA",https://comcast.wd5.myworkdayjobs.com/en-US/Comcast_Careers/job/Counsel--Legal-Privacy-and-Information-Security_R387480?source=Comcast_Website_AT
Public Policy Coordinator IV (Contract),Meta,"Los Altos, CA, United States (Remote)",https://us.meta.talentnet.community/jobs/ea4517ac-3c54-4dbc-b6f8-de14504ccd4b
"Privacy, Compliance, and Risk Product Manager",Canva,Australia/NZ,https://www.canva.com/design/DAGBU2stIt4/olUT5iLZO6YsiL7v-YXP9g/view?utm_content=DAGBU2stIt4&utm_campaign=designshare&utm_medium=link&utm_source=editor
Privacy Manager,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056
"Counsel, Privacy & Cybersecurity",Hyundai,"Fountain Valley, CA",https://careersautomotive.com/job/Fountain-Valley-Counsel%2C-Privacy-&-Cybersecurity-CA-92708/1142742200/
"Compliance, Privacy Office, Vice President, Singapore",Goldman Sachs,Singapore,https://higher.gs.com/roles/123162
"Data, Privacy & Technology Counsel II",Erie Insurance Group,"Erie, PA",https://jobs.erieinsurance.com/job/Erie-Data%2C-Privacy-&-Technology-Counsel-II-PA-16530/1143113800/
Senior Consultant - Privacy Consultant,NYSTEC,"Albany, NY",https://nystec.hrmdirect.com/employment/job-opening.php?req=2880280&&&nohd#job
