job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
CITP Technology Fellows Program,Princeton University,"Princeton, NJ",https://citp.princeton.edu/programs/citp-technology-fellows-program,yes,On-site,Government,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no
Executive Director of Digital Suppression/Women’s Rights Program,Center for Intimacy Justice,Remote,https://www.intimacyjustice.org/careers,yes,Remote,Government,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Congressional Innovation Fellowship,TechCongress,"Washington, D.C.",https://techcongress.io/apply,yes,On-site,Government,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no
Policy Team Lead - Frontier AI Security Regime,"UK Department for Science, Innovation and Technology",London,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTUzMDY2JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTEzMzY1MzU2NyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTEmc2VhcmNoc29ydD1zY29yZSZyZXFzaWc9MTc0Nzg1OTY0Mi03N2MwMTIwNWZjNjRjZDE4MDYxZWU3MGNjZDBkZWQxODFiZmEyN2Ji,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Research Scholar - Youth in Tech,Stanford University,"Stanford, California, USA",https://careersearch.stanford.edu/jobs/research-scholar-youth-in-tech-28221,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
Palmer Fellowship in Policy and Advocacy,Dalhousie University,"Halifax, Canada",https://dal.peopleadmin.ca/postings/18434,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Senior Evaluation Officer,eSafety Commissioner,Sydney,https://www.linkedin.com/jobs/view/4138824219/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
Science and Technology Policy Fellowship,Aspen Institute,San Francisco,https://aspenpolicyacademy.org/program/science-and-technology-policy-fellowship/,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Policy Associate or Manager,Global Network Initiative,"Our headquarters are in Washington, DC, but this position can be done from anywhere",https://globalnetworkinitiative.org/gni-job-opportunity-policy-associate-or-manager/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
"Associate Manager, Community Policy",DoorDash,Remote,https://boards.greenhouse.io/doordashusa/jobs/6511438,yes,Remote,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"Senior Associate, Community Policy",DoorDash,Remote,https://boards.greenhouse.io/doordashusa/jobs/6512117,yes,Remote,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
"Public Policy Lead, National Security",Anthropic,"Washington, D.C.",https://boards.greenhouse.io/anthropic/jobs/4457749008,yes,Remote,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
"Senior Researcher, Technology and Human Rights",Human Rights Watch,Global: multiple locations considered,https://job-boards.greenhouse.io/humanrightswatch/jobs/7774018002,yes,On-site,Government,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
"Vice President, Associate General Counsel – Product & Privacy",Scopely,"Culver City, CA",https://www.linkedin.com/jobs/view/4085624783/,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
Director (Manager) of Policy & Programs,Equal AI,"Washington, D.C.",https://www.equalai.org/join-us/join-us-careers/,yes,Remote,Government,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
"Senior Policy Manager, Content Trust & Safety",DoubleVerify,"London, United Kingdom",https://boards.greenhouse.io/doubleverify/jobs/7705832002,yes,Remote,Government,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
Global Data and Privacy Senior Advisor,Medtronic,"Northridge, California",https://medtronic.wd1.myworkdayjobs.com/MedtronicCareers/job/Northridge-California-United-States-of-America/Global-Data-and-Privacy-Senior-Advisor_R13552-1,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Senior Policy Advisor - AI Policy & Governance,Tony Blair Institute for Global Change,Remote,https://tbinstitute.wd3.myworkdayjobs.com/en-US/TBI/details/Senior-Policy-Advisor---AI-Policy---Governance_JR001354,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Product & Privacy Counsel, AI/ML",DigitalOcean,Remote,https://www.digitalocean.com/careers/position/apply?gh_jid=6337078&gh_src=312a08e31us,yes,Remote,Non-profit,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no
Foreign Affairs Officer - Direct Hire Authority,United States Federal Government,"Washington, D.C.",https://www.usajobs.gov/job/818244800,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no
"Assistant Professor, Associate Professor, or Full Professor in AI Governance",Northeastern,"Boston, Massachusetts",https://northeastern.wd1.myworkdayjobs.com/careers/job/Boston-MA-Main-Campus/Assistant-Professor--Associate-Professor--or-Full-Professor-in-AI-Governance_R129440,yes,On-site,Private,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Privacy Counsel, E-Commerce",TikTok,"New York, New York",https://lifeattiktok.com/search/7428278283806935322,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Associate Ethics and Privacy Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/careers/find-a-job/job-ad.317296.en_GB.html,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
"Assistant Professor in Law (Data, AI and/or Technology Law)",London School of Economics Law School,"London, United Kingdom",https://jobs.lse.ac.uk/Vacancies/W/4500/0/440649/15539/assistant-professor-in-law-data-ai-and-or-technology-law,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
"Director, Assistant General Counsel, Global Privacy",Etsy,"Dublin, Ireland",https://etsy.wd5.myworkdayjobs.com/en-US/Etsy_Careers/job/Director--Assistant-General-Counsel--Global-Privacy_JR3997,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"U.S. Policy Internships (Spring, Summer, and Fall)",Future of Privacy Forum,"Washington, D.C.",https://fpf.org/us-policy-internships/,yes,Remote,Non-profit,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no
Privacy Champion,JPMorgan Chase & Co,"London, UK",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210557692?utm_medium=jobboard&utm_source=11663,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Legal & Support Manager,The Signal Network,East Coast preferred,https://thesignalsnetwork.org/work-with-us/,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no
US Programs Associate,Center for Countering Digital Hate,DC,https://counterhate.com/jobs/#us-programs-associate,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Senior US Policy Associate,Center for Countering Digital Hate,DC,https://counterhate.com/jobs/#senior-us-policy-associate,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
UK Government and Parliamentary Affairs Officer,Center for Countering Digital Hate,London,https://counterhate.com/jobs/#Parliamentary-Officer,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Head of Platform Policy,Snap,"Washington, D.C.",https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Washington-DC/Head-of-Platform-Policy_R0036482?source=LinkedIn,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Chief of Data Analytics, Methodology, and Integration",Stanford University,Palo Alto,https://careersearch.stanford.edu/jobs/chief-of-data-analytics-methodology-and-integration-26628,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no
Software Developer,Stanford University,"Palo Alto, CA",https://careersearch.stanford.edu/jobs/software-developer-26630,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no
"Assistant Dean, Privacy and Technology Law Program",George Washington University Law School,"Washington, D.C.",https://www.gwu.jobs/postings/114218,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Massive Data Institute Technical Manager - McCourt School of Public Policy,Georgetown University,Remote,https://georgetown.wd1.myworkdayjobs.com/en-US/Georgetown_Admin_Careers/job/Main-Campus/Massive-Data-Institute-Technical-Manager---McCourt-School-of-Public-Policy_JR18291?q=Institute+for+Technology+Law+and+Policy,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Generalist, Responsible Scaling Team",Anthropic,"San Francisco, California",https://boards.greenhouse.io/anthropic/jobs/4035533008,yes,On-site,Government,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no
Internships/Clerkships,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/,yes,On-site,Government,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Epic Law Fellowship,Electronic Privacy Information Center (EPIC),"Washington, D.C.",https://epic.org/about/careers/,yes,On-site,Government,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
"Program Manager, Emerging Technology, Scientific Advancement, and Global Policy",Harvard University's Belfer Center for Science and International Affairs,"Cambridge, Massachusetts",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=25240&siteid=5341&PageType=JobDetails&jobid=2009239#jobDetails=2009239_5341,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Senior AI Compliance Counsel,Novo Nordisk,"Bagsværd, Denmark",https://www.novonordisk.com/content/nncorp/global/en/careers/find-a-job/job-ad.311321.en_GB.html,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
"Deputy General Counsel, Privacy",Atlassian,"San Francisco, California",https://www.linkedin.com/jobs/view/3967402618/?refId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D&trackingId=HCBgvOW0Qr%2Bj1DGm6eLPug%3D%3D,yes,On-site,Government,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lead L&C Counsel - Digital & AI,Volvo,"Göteborg, SE",https://jobs.volvogroup.com/job/Göteborg-Lead-L&C-Counsel-Digital-&-AI-417-15/985050255/?feedId=361555,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
"Senior Corporate Counsel, Global Privacy",Pfizer,"New York, New York",https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---New-York-City/Senior-Corporate-Counsel--Global-Privacy_4915156-1,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Associate Trust & Safety Investigator - Legal Support,Cloudflare,"Singapore, Singapore",https://www.linkedin.com/jobs/view/3971940319/,yes,On-site,Private,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
Policy and Advocacy Lead Positions,Global Partners Digital,United Kingdom,https://apply.workable.com/global-partners-digital/j/258A14C9D6/,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Senior Congressional Innovation Fellow,TechCongress,"Washington, D.C.",https://techcongress.forms.fm/january-2025-fellowship/forms/9919,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Congressional Innovation Fellow,TechCongress,"Washington, D.C.",https://techcongress.forms.fm/january-2025-fellowship/forms/9919,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Helpdesk Analyst,ACLU,"San Francisco, California",https://www.aclu.org/careers/apply?job=7468486002&type=national,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Campaign Data Services Specialist,ACLU,"New York, New York",https://www.aclu.org/careers/apply/?job=7323109002&type=national,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Assistant Director of Business Intelligence and Reporting,ACLU,"New York, New York",https://www.aclu.org/careers/apply/?job=7485225002&type=national,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"Event Intern, Aspen Digital",Aspen Institute,"Washington, DC",https://aspeninstitute.hrmdirect.com/employment/view.php?req=3095473,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Product Policy Manager,Salesforce,San Francisco,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Product-Policy-Manager_JR252997-1,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Director,Oversight Board,"London, San Francisco, Washington DC",https://www.oversightboard.com/job-openings/,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Privacy Specialist,FareHarbor,Amsterdam,https://fareharbor.com/careers/jobs/?gh_jid=7290369002,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Director of Privacy (Data Counsel),Atlassian,"Seattle, WA",https://www.atlassian.com/company/careers/details/13999,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
Product Policy Specialist - USDS,TikTok,NYC,https://careers.tiktok.com/position/7369354925996083506/detail,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Privacy Counsel,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Privacy Counsel - EU,Eightfold,"Germany, Ireland, UK",https://app.eightfold.ai/careers/search?query=Legal&pid=68741279759&domain=eightfold.ai&sort_by=relevance&triggerGoButton=false,yes,Remote,Government,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
"Counsel, Legal Privacy and Information Security",Comcast,"Philadelphia,, PA",https://comcast.wd5.myworkdayjobs.com/en-US/Comcast_Careers/job/Counsel--Legal-Privacy-and-Information-Security_R387480?source=Comcast_Website_AT,yes,On-site,Private,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Legal & Policy Researcher,Tech Justice Law Project,Remote (U.S.),https://docs.google.com/document/d/1FPZSN-wzCE7wEY0sP1ugxiYQZutRmIFemtVqgJZToEw/edit,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Manager, Data Protection, FIFA World Cup 2026",FIFA World Cup 2026,Miami,https://jobs.fifa.com/en/postings/21bbc08b-0b9d-4086-a953-c1782b19d238,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no
Privacy Manager,Ramp,New York,https://jobs.ashbyhq.com/ramp/5db8c95e-0efd-4a7d-bde1-6b1d3948e056,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Compliance, Privacy Office, Vice President, Singapore",Goldman Sachs,Singapore,https://higher.gs.com/roles/123162,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Android Board Support Packages (BSP) Engineer,The Calyx Institute,Remote within the United States,https://job-boards.greenhouse.io/calyxinstitute/jobs/4934856007,yes,Remote,Private,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no
Android Platform Software Developer,The Calyx Institute,Remote,https://job-boards.greenhouse.io/calyxinstitute/jobs/4858794007,yes,Remote,Private,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no
Vice President-Privacy Governance Lead,JP Morgan Chase,"New York City, Jersey City (NJ)",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1002/job/210575000,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Head of Division - Data Flows, Governance and Privacy",OECD,"Paris, France",https://jobs.smartrecruiters.com/OECD/744000023282645-head-of-division-data-flows-governance-and-privacy,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Data Privacy Counsel,Milliman,"Tampa, Florida",https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=1148348b-f103-4cdb-b784-43d69ba603e5&source=LinkedIn&utm_source=LINKEDIN,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Privacy Legal Advisor & Analyst,State of North Carolina,"Wake County, North Carolina",https://www.governmentjobs.com/careers/%7B0%7Dnorthcarolina/jobs/newprint/4692703,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no
Tenured Research Position on Privacy,Inria Centre at Université Côte d'Azur,"Valbonne, France",https://www-sop.inria.fr/members/Nataliia.Bielova/hiring.html,yes,Remote,Government,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
"Senior Manager, Privacy and Data Ethics M/F",Gilead,"Uxbridge, United Kingdom",https://gilead.wd1.myworkdayjobs.com/gileadcareers/job/United-Kingdom---Uxbridge/Senior-Manager--Privacy-and-Data-Ethics-M-F_R0041634-1?sid=132,yes,On-site,Private,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Spring 2025 Intern, Privacy & Data Governance",ACLU,"New York, NY / Remote",https://www.aclu.org/careers/internships/apply/?job=7680097002&type=internships,yes,Remote,Private,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Research Lead, Machine Learning for Environment and Sustainability",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-lead-machine-learning-for-environment-and-sustainability-45244/en/,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no
"Senior Research Associate, Fundamental Research in AI for Physical Systems",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-fundamental-research-in-ai-for-physical-systems-45256/en/,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
"Chief, Data Protection and Privacy",United Nations Office for Data Protection and Privacy,New York,https://careers.un.org/jobSearchDescription/238902?language=en,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Chief Data Steward,US Department of Labor,"Washington, DC",https://www.usajobs.gov/job/804399300,yes,Remote,Government,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no
Data Privacy Analyst,Hogan Lovells,"London, United Kingdom",https://hoganlovells.wd3.myworkdayjobs.com/Search/job/London/Data-Privacy-Analyst_R246438-1,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Data Protection Senior Consultant,Sia Partners,"Milan, Italy",https://www.sia-partners.com/en/career/data-protection-senior-consultant,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
"Program Manager, Privacy",Credit Karma,"Charlotte, NC",https://boards.greenhouse.io/creditkarma/jobs/6007187003,yes,On-site,Government,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
Data Privacy Program Manager,Kohler Co.,Remote,https://kohler.csod.com/ux/ats/careersite/16/home/requisition/61434?c=kohler&lang=en-US,yes,Remote,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Privacy & Security Counsel,Motive,Remote (U.S.),https://ats.comparably.com/api/v1/gh/gomotive/jobs/7320460002,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no
Privacy Coordinator,National Football League (NFL),"New York, NY",https://hdmm.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/preview/240017/?keyword=Privacy+Coordinator&mode=location,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Data Privacy Program Manager,Levi Strauss & Co.,"San Francisco, CA",https://levistraussandco.wd5.myworkdayjobs.com/en-US/External/job/Data-Privacy-Program-Manager_R-0120025?source=Company+Website,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Privacy, Compliance, and Risk Product Manager",Canva,Australia/NZ,https://www.canva.com/design/DAGBU2stIt4/olUT5iLZO6YsiL7v-YXP9g/view?utm_content=DAGBU2stIt4&utm_campaign=designshare&utm_medium=link&utm_source=editor,yes,On-site,Private,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Director, Data Governance",Goodwin,"Boston, New York City",https://goodwinprocter.wd5.myworkdayjobs.com/External_Careers/job/Boston/Director--Data-Governance_R03136,yes,On-site,Private,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Statistics Adviser (metadata and SDMX),Pacific Community | Communauté du Pacifique,"Noumea, New Caledonia",https://careers.spc.int/job/statistics-adviser-metadata-and-sdmx-statistics-noumea-new-caledonia-cr000326/4d0da628-90f2-11ef-98be-42010a8a0019,yes,On-site,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no
Data Solutions Architect,Activate,Remote,https://www.activate.org/job-listing#?gh_jid=4372693006,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Digital Transformation Internship: Global Call for 2024,United Nations Development Programme (UNDP),"New York, NY",https://jobs.undp.org/cj_view_job.cfm?cur_job_id=115502,yes,Remote,Government,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no
"Research Scientist, Humanity, Ethics and Alignment",Google,"London, United Kingdom",https://boards.greenhouse.io/deepmind/jobs/6351433,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
"Assistant Director for Ethics, Society, & Technology Initiatives",Stanford University,"Stanford, CA",https://careersearch.stanford.edu/jobs/assistant-director-for-ethics-society-technology-initiatives-27064,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no
"Senior Research Associate, Health Grand Challenge - Machine Learning for Healthcare and Medicine",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/senior-research-associate-health-grand-challenge-machine-learning-for-healthcare-and-medicine-45417/en/,yes,On-site,Private,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no
